0.0,None,None,None,None,None,None,41,11
0.0,None,None,None,None,None,None,42,12
0.0,None,None,None,None,None,None,43,13
0.0,None,None,None,None,None,None,44,14
0.0,None,None,None,None,None,None,45,15
0.0,None,None,None,None,None,None,46,16
1.8888888888888888,69.1358024691358,9.745000000000005,50.56179775280899,1.499999999999998,5.075,57.25409586660925,42,17
0.0,None,None,None,None,None,None,41,11
0.0,None,None,None,None,None,None,41,11
0.0,None,None,None,None,None,None,42,12
0.0,None,None,None,None,None,None,43,13
0.0,None,None,None,None,None,None,44,14
0.0,None,None,None,None,None,None,45,15
0.0,None,None,None,None,None,None,46,16
0.0,None,None,None,None,None,None,41,11
0.0,None,None,None,None,None,None,42,12
0.0,None,None,None,None,None,None,43,13
0.0,None,None,None,None,None,None,44,14
0.0,None,None,None,None,None,None,45,15
0.0,None,None,None,None,None,None,46,16
1.8888888888888888,69.1358024691358,9.745000000000005,50.56179775280899,1.499999999999998,5.075,63.33337503497988,42,17
15.266666666666667,69.1358024691358,11.410000000000025,48.31460674157304,1.499999999999998,5.075,41.158856752074264,38,14
22.244444444444444,67.90123456790124,12.960000000000036,44.9438202247191,11.999999999999996,5.6,46.70187252607425,34,5
22.488888888888887,66.66666666666666,15.270000000000039,44.9438202247191,11.999999999999996,5.6,69.21620786516853,30,-4
20.51111111111111,65.4320987654321,15.490000000000009,44.9438202247191,29.999999999999996,6.5,57.92525280898876,26,-13
15.066666666666666,62.96296296296296,17.220000000000027,38.20224719101123,29.999999999999996,6.5,48.503988764044934,22,-22
5.088888888888889,61.72839506172839,16.730000000000018,41.57303370786517,29.999999999999996,6.5,46.37929775280899,18,-31
0.0,None,None,None,None,None,None,19,-30
0.0,None,None,None,None,None,None,20,-29
0.0,None,None,None,None,None,None,21,-28
0.0,None,None,None,None,None,None,22,-27
0.0,None,None,None,None,None,None,23,-26
0.0,None,None,None,None,None,None,24,-25
0.0,None,None,None,None,None,None,25,-24
0.0,None,None,None,None,None,None,26,-23
0.0,None,None,None,None,None,None,27,-22
0.0,None,None,None,None,None,None,28,-21
0.0,None,None,None,None,None,None,29,-20
0.0,None,None,None,None,None,None,30,-19
0.0,None,None,None,None,None,None,31,-18
0.0,None,None,None,None,None,None,32,-17
0.0,None,None,None,None,None,None,33,-16
0.0,None,None,None,None,None,None,34,-15
9.977777777777778,70.37037037037037,8.160000000000025,85.39325842696628,11.999999999999996,5.6,62.00494382022471,30,-14
33.666666666666664,71.60493827160494,8.439999999999998,78.65168539325843,29.999999999999996,6.5,69.80011235955055,26,-13
55.02222222222222,72.8395061728395,10.360000000000014,67.41573033707866,29.999999999999996,6.5,64.82573033707865,22,-12
66.06666666666666,72.8395061728395,11.990000000000009,57.30337078651685,29.999999999999996,6.5,75.65418539325843,18,-11
70.64444444444445,72.8395061728395,13.080000000000041,43.82022471910113,42.0,7.1,69.76370786516853,19,-20
72.39999999999999,72.8395061728395,15.100000000000023,43.82022471910113,42.0,7.1,74.87668539325843,20,-29
72.8,72.8395061728395,15.060000000000002,48.31460674157304,42.0,7.1,81.6282584269663,21,-32
65.15555555555555,72.8395061728395,13.010000000000048,43.82022471910113,29.999999999999996,6.5,75.39918539325842,17,-41
39.46666666666667,74.07407407407408,10.760000000000048,48.31460674157304,42.0,7.1,64.72573033707863,18,-44
5.466666666666667,74.07407407407408,8.930000000000007,57.30337078651685,42.0,7.1,55.07087078651685,19,-43
0.0,None,None,None,None,None,None,20,-42
0.0,None,None,None,None,None,None,41,11
0.0,None,None,None,None,None,None,42,12
0.0,None,None,None,None,None,None,43,13
0.0,None,None,None,None,None,None,44,14
0.0,None,None,None,None,None,None,45,15
0.0,None,None,None,None,None,None,46,16
1.8888888888888888,69.1358024691358,9.745000000000005,50.56179775280899,1.499999999999998,5.075,47.75780012426754,42,17
15.266666666666667,69.1358024691358,11.410000000000025,48.31460674157304,1.499999999999998,5.075,43.53088946569764,38,14
22.244444444444444,67.90123456790124,12.960000000000036,44.9438202247191,11.999999999999996,5.6,49.474404911855984,34,5
22.488888888888887,66.66666666666666,15.270000000000039,44.9438202247191,11.999999999999996,5.6,69.21620786516853,30,-4
20.51111111111111,65.4320987654321,15.490000000000009,44.9438202247191,29.999999999999996,6.5,57.92525280898876,26,-13
15.066666666666666,62.96296296296296,17.220000000000027,38.20224719101123,29.999999999999996,6.5,48.503988764044934,22,-22
5.088888888888889,61.72839506172839,16.730000000000018,41.57303370786517,29.999999999999996,6.5,46.37929775280899,18,-31
0.0,None,None,None,None,None,None,19,-30
0.0,None,None,None,None,None,None,20,-29
15.266666666666667,69.1358024691358,11.410000000000025,48.31460674157304,11.999999999999996,5.6,82.54075842696629,36,7
22.244444444444444,67.90123456790124,12.960000000000036,44.9438202247191,11.999999999999996,5.6,69.75341609821709,32,-2
22.488888888888887,66.66666666666666,15.270000000000039,44.9438202247191,11.999999999999996,5.6,69.21620786516853,28,-11
20.51111111111111,65.4320987654321,15.490000000000009,44.9438202247191,29.999999999999996,6.5,57.92525280898876,24,-20
15.066666666666666,62.96296296296296,17.220000000000027,38.20224719101123,29.999999999999996,6.5,48.503988764044934,20,-29
5.088888888888889,61.72839506172839,16.730000000000018,41.57303370786517,42.0,7.1,46.37929775280899,21,-38
0.0,None,None,None,None,None,None,22,-37
0.0,None,None,None,None,None,None,23,-36
0.0,None,None,None,None,None,None,24,-35
0.0,None,None,None,None,None,None,25,-34
0.0,None,None,None,None,None,None,26,-33
0.0,None,None,None,None,None,None,27,-32
0.0,None,None,None,None,None,None,28,-31
0.0,None,None,None,None,None,None,29,-30
0.0,None,None,None,None,None,None,30,-29
0.0,None,None,None,None,None,None,31,-28
0.0,None,None,None,None,None,None,32,-27
0.0,None,None,None,None,None,None,33,-26
0.0,None,None,None,None,None,None,34,-25
0.0,None,None,None,None,None,None,35,-24
0.0,None,None,None,None,None,None,36,-23
0.0,None,None,None,None,None,None,37,-22
9.977777777777778,70.37037037037037,8.160000000000025,85.39325842696628,11.999999999999996,5.6,62.00494382022471,33,-21
33.666666666666664,71.60493827160494,8.439999999999998,78.65168539325843,11.999999999999996,5.6,69.80011235955055,29,-20
55.02222222222222,72.8395061728395,10.360000000000014,67.41573033707866,29.999999999999996,6.5,64.82573033707865,25,-19
66.06666666666666,72.8395061728395,11.990000000000009,57.30337078651685,29.999999999999996,6.5,75.65418539325843,21,-18
70.64444444444445,72.8395061728395,13.080000000000041,43.82022471910113,29.999999999999996,6.5,69.76370786516853,17,-27
72.39999999999999,72.8395061728395,15.100000000000023,43.82022471910113,42.0,7.1,74.87668539325843,18,-36
72.8,72.8395061728395,15.060000000000002,48.31460674157304,42.0,7.1,81.6282584269663,19,-39
65.15555555555555,72.8395061728395,13.010000000000048,43.82022471910113,42.0,7.1,75.39918539325842,20,-48
39.46666666666667,74.07407407407408,10.760000000000048,48.31460674157304,42.0,7.1,64.72573033707863,21,-51
5.466666666666667,74.07407407407408,8.930000000000007,57.30337078651685,29.999999999999996,6.5,55.07087078651685,17,-50
0.0,None,None,None,None,None,None,18,-49
0.0,None,None,None,None,None,None,19,-48
0.0,None,None,None,None,None,None,20,-47
0.0,None,None,None,None,None,None,21,-46
0.0,None,None,None,None,None,None,22,-45
0.0,None,None,None,None,None,None,23,-44
0.0,None,None,None,None,None,None,24,-43
0.0,None,None,None,None,None,None,25,-42
0.0,None,None,None,None,None,None,26,-41
0.0,None,None,None,None,None,None,27,-40
0.0,None,None,None,None,None,None,28,-39
0.0,None,None,None,None,None,None,29,-38
0.0,None,None,None,None,None,None,30,-37
